gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
19738,Aventures extraordinaires d'un savant russe; I. La lune,"Graffigny, H. de (Henry)",7542,fr,FR Science fiction,Public domain in the USA.,TRUE
19738,Aventures extraordinaires d'un savant russe; I. La lune,"Le Faure, Georges",8850,fr,FR Science fiction,Public domain in the USA.,TRUE
19963,Stop Look and Dig,"Smith, George O. (George Oliver)",8137,en,Science Fiction,Public domain in the USA.,TRUE
19964,Regeneration,"Dye, Charles",45153,en,Science Fiction,Public domain in the USA.,TRUE
20000,Twenty Thousand Leagues Under the Sea,"Verne, Jules",60,en,Science Fiction,Public domain in the USA.,FALSE
20038,"Frankenstein; Or, The Modern Prometheus","Shelley, Mary Wollstonecraft",61,en,Science Fiction by Women/Precursors of Science Fiction/Movie Books,Public domain in the USA.,FALSE
20121,Lone Star Planet,"McGuire, John Joseph",7954,en,Science Fiction,Public domain in the USA.,TRUE
20121,Lone Star Planet,"Piper, H. Beam",8301,en,Science Fiction,Public domain in the USA.,TRUE
20132,"The Wizard of the Sea; Or, A Trip Under the Ocean","Rockwood, Roy",1625,en,Science Fiction,Public domain in the USA.,TRUE
20147,Rip Foster Rides the Gray Planet,"Goodwin, Harold L. (Harold Leland)",7833,en,Science Fiction,Public domain in the USA.,TRUE
20154,Invaders from the Infinite,"Campbell, John W., Jr. (John Wood)",9112,en,Science Fiction,Public domain in the USA.,TRUE
20212,Police Your Planet,"Del Rey, Lester",8240,en,Science Fiction,Public domain in the USA.,TRUE
20519,Highways in Hiding,"Smith, George O. (George Oliver)",8137,en,Science Fiction,Public domain in the USA.,TRUE
20551,The White Invaders,"Cummings, Ray",8443,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
20553,Out Around Rigel,"Wilson, Robert H.",9379,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
20649,Oomphel in the Sky,"Piper, H. Beam",8301,en,Science Fiction,Public domain in the USA.,TRUE
20659,Ministry of Disturbance,"Piper, H. Beam",8301,en,Science Fiction,Public domain in the USA.,TRUE
20707,The Black Star Passes,"Campbell, John W., Jr. (John Wood)",9112,en,Science Fiction,Public domain in the USA.,TRUE
20726,A Slave is a Slave,"Piper, H. Beam",8301,en,Science Fiction,Public domain in the USA.,TRUE
20727,The Cosmic Computer,"Piper, H. Beam",8301,en,Science Fiction,Public domain in the USA.,TRUE
20728,Space Viking,"Piper, H. Beam",8301,en,Science Fiction,Public domain in the USA.,TRUE
20739,Rebels of the Red Planet,"Fontenay, Charles L.",9500,en,Science Fiction,Public domain in the USA.,TRUE
20782,Triplanetary,"Smith, E. E. (Edward Elmer)",9515,en,Science Fiction,Public domain in the USA.,TRUE
20788,Storm Over Warlock,"Norton, Andre",7021,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
20796,The Colors of Space,"Bradley, Marion Zimmer",8842,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
20802,Ĉe la koro de la tero,"Burroughs, Edgar Rice",48,eo,Esperanto/Science Fiction,Copyrighted. Read the copyright notice inside this book for details.,TRUE
20838,The Infra-Medians,"Wright, Sewell Peaslee",9555,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
20856,Ten From Infinity,"Fairman, Paul W.",9567,en,Science Fiction,Public domain in the USA.,TRUE
20857,Spacehounds of IPC,"Smith, E. E. (Edward Elmer)",9515,en,Science Fiction,Public domain in the USA.,TRUE
20859,Wandl the Invader,"Cummings, Ray",8443,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
20869,The Skylark of Space,"Smith, E. E. (Edward Elmer)",9515,en,Science Fiction,Public domain in the USA.,TRUE
20869,The Skylark of Space,"Garby, Lee Hawkins",9580,en,Science Fiction,Public domain in the USA.,TRUE
20898,The Galaxy Primes,"Smith, E. E. (Edward Elmer)",9515,en,Science Fiction,Public domain in the USA.,TRUE
20919,The Status Civilization,"Sheckley, Robert",2960,en,Science Fiction,Public domain in the USA.,TRUE
20920,Morale: A Story of the War of 1941-43,"Leinster, Murray",7321,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
20988,Islands of Space,"Campbell, John W., Jr. (John Wood)",9112,en,Science Fiction,Public domain in the USA.,TRUE
21051,Skylark Three,"Smith, E. E. (Edward Elmer)",9515,en,Science Fiction,Public domain in the USA.,TRUE
21092,On the Trail of the Space Pirates,"Rockwell, Carey",8081,en,"Pirates, Buccaneers, Corsairs, etc./Science Fiction",Public domain in the USA.,TRUE
21094,The Girl in the Golden Atom,"Cummings, Ray",8443,en,Science Fiction,Public domain in the USA.,TRUE
21279,2 B R 0 2 B,"Vonnegut, Kurt",9812,en,Science Fiction,Public domain in the USA.,TRUE
21510,Legacy,"Schmitz, James H.",24957,en,Science Fiction,Public domain in the USA.,TRUE
21541,"Quiet, Please","Scott, Kevin",24772,en,Science Fiction,Public domain in the USA.,TRUE
21568,Sweet Their Blood and Sticky,"Teichner, Albert",24789,en,Science Fiction,Public domain in the USA.,TRUE
21582,The Mightiest Man,"Fahy, Patrick",24795,en,Science Fiction,Public domain in the USA.,TRUE
21627,Gambler's World,"Laumer, Keith",24817,en,Science Fiction,Public domain in the USA.,TRUE
21638,Tarrano the Conqueror,"Cummings, Ray",8443,en,Science Fiction,Public domain in the USA.,TRUE
21647,Subspace Survivors,"Smith, E. E. (Edward Elmer)",9515,en,Science Fiction,Public domain in the USA.,TRUE
21670,Edison's Conquest of Mars,"Serviss, Garrett Putman",2120,en,Science Fiction,Public domain in the USA.,TRUE
21782,The Yillian Way,"Laumer, Keith",24817,en,Science Fiction,Public domain in the USA.,TRUE
21873,Planet of the Damned,"Harrison, Harry",25395,en,Science Fiction,Public domain in the USA.,TRUE
21897,An Incident on Route 12,"Schmitz, James H.",24957,en,Science Fiction,Public domain in the USA.,TRUE
21988,Breaking Point,"Gunn, James E.",25015,en,Science Fiction,Public domain in the USA.,TRUE
22073,The Repairman,"Harrison, Harry",25395,en,Science Fiction,Public domain in the USA.,TRUE
22078,Aventures extraordinaires d'un savant russe; III. Les planètes géantes et les comètes,"Graffigny, H. de (Henry)",7542,fr,FR Science fiction,Public domain in the USA.,FALSE
22078,Aventures extraordinaires d'un savant russe; III. Les planètes géantes et les comètes,"Le Faure, Georges",8850,fr,FR Science fiction,Public domain in the USA.,FALSE
22102,The Hills of Home,"Coppel, Alfred",25110,en,Science Fiction,Public domain in the USA.,TRUE
22110,Martian V.F.W.,"Vandenburg, G. L.",25429,en,Science Fiction,Public domain in the USA.,TRUE
22132,Giants on the Earth,"Meek, S. P. (Sterner St. Paul)",25130,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
22154,Creatures of Vibration,"Vincent, Harl",25146,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
22171,The Radiant Shell,"Ernst, Paul",25157,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
22176,The Winged Men of Orcon: A Complete Novelette,"Sparks, David R.",25160,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
22216,Project Mastodon,"Simak, Clifford D.",25185,en,Science Fiction,Public domain in the USA.,TRUE
22218,The Street That Wasn't There,"Simak, Clifford D.",25185,en,Science Fiction,Public domain in the USA.,TRUE
22218,The Street That Wasn't There,"Jacobi, Carl",25187,en,Science Fiction,Public domain in the USA.,TRUE
22226,The Whispering Spheres,"Winterbotham, R. R. (Russell Robert)",25195,en,Science Fiction,Public domain in the USA.,TRUE
22227,The 4-D Doodler,"Waldeyer, Graph",25196,en,Science Fiction,Public domain in the USA.,TRUE
22239,Security,"Anderson, Poul",25203,en,Science Fiction,Public domain in the USA.,TRUE
22301,Valley of Dreams,"Weinbaum, Stanley G. (Stanley Grauman)",25246,en,Science Fiction,Public domain in the USA.,TRUE
22332,Brain Twister,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
22332,Brain Twister,"Janifer, Laurence M.",25268,en,Science Fiction,Public domain in the USA.,TRUE
22338,The Impossibles,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
22338,The Impossibles,"Janifer, Laurence M.",25268,en,Science Fiction,Public domain in the USA.,TRUE
22342,Supermind,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
22342,Supermind,"Janifer, Laurence M.",25268,en,Science Fiction,Public domain in the USA.,TRUE
22346,Exile,"Fyfe, H. B. (Horace Bowne)",25276,en,Science Fiction,Public domain in the USA.,TRUE
22426,The Players,"Cole, Everett B.",25329,en,Science Fiction,Public domain in the USA.,TRUE
22462,Slingshot,"Lande, Irving W.",25337,en,Science Fiction,Public domain in the USA.,TRUE
22466,The Ultimate Experiment,"DeKy, Thornton",25339,en,Science Fiction,Public domain in the USA.,TRUE
22467,Sand Doom,"Leinster, Murray",7321,en,Science Fiction,Public domain in the USA.,TRUE
22470,The Bell Tone,"Leftwich, Edmund Harry",25341,en,Science Fiction,Public domain in the USA.,TRUE
22512,The Stutterer,"Merliss, Reuben (Reuben Robert)",25372,en,Science Fiction,Public domain in the USA.,TRUE
22513,Sense from Thought Divide,"Clifton, Mark",25374,en,Science Fiction,Public domain in the USA.,TRUE
22524,The Hunters,"Samachson, Joseph",33434,en,Science Fiction,Public domain in the USA.,TRUE
22526,Cubs of the Wolf,"Jones, Raymond F.",25386,en,Science Fiction,Public domain in the USA.,TRUE
22527,Beyond the Vanishing Point,"Cummings, Ray",8443,en,Science Fiction,Public domain in the USA.,TRUE
22538,The Devil's Asteroid,"Wellman, Manly Wade",25394,en,Science Fiction,Public domain in the USA.,TRUE
22540,The K-Factor,"Harrison, Harry",25395,en,Science Fiction,Public domain in the USA.,TRUE
22541,The Misplaced Battleship,"Harrison, Harry",25395,en,Science Fiction,Public domain in the USA.,TRUE
22544,A World is Born,"Brackett, Leigh",25398,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
22545,Warning from the Stars,"Cocking, Ron",25399,en,Science Fiction,Public domain in the USA.,TRUE
22549,Space Prison,"Godwin, Tom",25402,en,Science Fiction,Public domain in the USA.,TRUE
22559,The Day of the Boomer Dukes,"Pohl, Frederik",25413,en,Science Fiction,Public domain in the USA.,TRUE
22560,The Worshippers,"Knight, Damon",25414,en,Science Fiction,Public domain in the USA.,TRUE
22579,Bread Overhead,"Leiber, Fritz",25421,en,Science Fiction,Public domain in the USA.,TRUE
22580,"Het Geheimzinnige Eiland
De Verlatene","Verne, Jules",60,nl,Science Fiction,Public domain in the USA.,TRUE
22585,—And Devious the Line of Duty,"Godwin, Tom",25402,en,Science Fiction,Public domain in the USA.,TRUE
22589,"Jubilation, U.S.A.","Vandenburg, G. L.",25429,en,Science Fiction,Public domain in the USA.,TRUE
22590,Wind,"Fontenay, Charles L.",9500,en,Science Fiction,Public domain in the USA.,TRUE
22596,Measure for a Loner,"Harmon, Jim",35040,en,Science Fiction,Public domain in the USA.,TRUE
22597,Question of Comfort,"Cole, Les",25434,en,Science Fiction,Public domain in the USA.,TRUE
22623,Divinity,"Samachson, Joseph",33434,en,Science Fiction,Public domain in the USA.,TRUE
22629,The Vortex Blaster,"Smith, E. E. (Edward Elmer)",9515,en,Science Fiction,Public domain in the USA.,TRUE
22701,"The Blindman's World
1898","Bellamy, Edward",327,en,Science Fiction,Public domain in the USA.,TRUE
22754,Masters of Space,"Evans, E. Everett (Edward Everett)",8800,en,Science Fiction,Public domain in the USA.,TRUE
22754,Masters of Space,"Smith, E. E. (Edward Elmer)",9515,en,Science Fiction,Public domain in the USA.,TRUE
22763,Suite Mentale,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
22767,Pagan Passions,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
22767,Pagan Passions,"Janifer, Laurence M.",25268,en,Science Fiction,Public domain in the USA.,TRUE
22866,An Ounce of Cure,"Nourse, Alan Edward",25579,en,Science Fiction,Public domain in the USA.,TRUE
22867,Meeting of the Board,"Nourse, Alan Edward",25579,en,Science Fiction,Public domain in the USA.,TRUE
22869,The Dark Door,"Nourse, Alan Edward",25579,en,Science Fiction,Public domain in the USA.,TRUE
22875,Circus,"Nourse, Alan Edward",25579,en,Science Fiction,Public domain in the USA.,TRUE
22876,The Link,"Nourse, Alan Edward",25579,en,Science Fiction,Public domain in the USA.,TRUE
22881,My Friend Bobby,"Nourse, Alan Edward",25579,en,Science Fiction,Public domain in the USA.,TRUE
22882,Image of the Gods,"Nourse, Alan Edward",25579,en,Science Fiction,Public domain in the USA.,TRUE
22890,The Worlds of If,"Weinbaum, Stanley G. (Stanley Grauman)",25246,en,Science Fiction,Public domain in the USA.,TRUE
22892,The Best Made Plans,"Cole, Everett B.",25329,en,Science Fiction,Public domain in the USA.,TRUE
22893,Pygmalion's Spectacles,"Weinbaum, Stanley G. (Stanley Grauman)",25246,en,Science Fiction,Public domain in the USA.,TRUE
22895,The Point of View,"Weinbaum, Stanley G. (Stanley Grauman)",25246,en,Science Fiction,Public domain in the USA.,TRUE
22897,The Ideal,"Weinbaum, Stanley G. (Stanley Grauman)",25246,en,Science Fiction,Public domain in the USA.,TRUE
22958,One-Shot,"Blish, James",25608,en,Science Fiction,Public domain in the USA.,TRUE
22966,Toy Shop,"Harrison, Harry",25395,en,Science Fiction,Public domain in the USA.,TRUE
22967,The Stoker and the Stars,"Budrys, Algis",25613,en,Science Fiction,Public domain in the USA.,TRUE
22997,Second Sight,"Nourse, Alan Edward",25579,en,Science Fiction,Public domain in the USA.,TRUE
23028,Greylorn,"Laumer, Keith",24817,en,Science Fiction,Public domain in the USA.,TRUE
23091,The Troubadour,"Lowndes, Robert W.",25669,en,Science Fiction,Public domain in the USA.,TRUE
23099,The Fourth Invasion,"Lowndes, Robert W.",25669,en,Science Fiction,Public domain in the USA.,TRUE
23102,This World Must Die!,"Fyfe, H. B. (Horace Bowne)",25276,en,Science Fiction,Public domain in the USA.,TRUE
23103,Traders Risk,"Aycock, Roger D.",25679,en,Science Fiction,Public domain in the USA.,TRUE
23104,The Blue Tower,"Smith, Evelyn E.",25680,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
23146,And All the Earth a Grave,"MacApp, C. C.",25709,en,Science Fiction,Public domain in the USA.,TRUE
23147,Untechnological Employment,"Clinton, Ed M.",25710,en,Science Fiction,Public domain in the USA.,TRUE
23148,Droozle,"Banta, Frank",25711,en,Science Fiction,Public domain in the USA.,TRUE
23149,In the Control Tower,"Mohler, Will",25712,en,Science Fiction,Public domain in the USA.,TRUE
23153,The Big Bounce,"Tevis, Walter S.",25714,en,Science Fiction,Public domain in the USA.,TRUE
23159,Stairway to the Stars,"Shaw, Larry T.",25718,en,Science Fiction,Public domain in the USA.,TRUE
23160,Solomon's Orbit,"Carroll, William",25719,en,Science Fiction,Public domain in the USA.,TRUE
23161,"Sodom and Gomorrah, Texas","Lafferty, R. A.",25720,en,Science Fiction,Public domain in the USA.,TRUE
23162,No Great Magic,"Leiber, Fritz",25421,en,Science Fiction,Public domain in the USA.,TRUE
23164,The Creature from Cleveland Depths,"Leiber, Fritz",25421,en,Science Fiction,Public domain in the USA.,TRUE
23169,The Diamond Lens,"O'Brien, Fitz James",5848,en,Precursors of Science Fiction,Public domain in the USA.,TRUE
23185,The Glory of Ippling,"Urban, Helen M.",25732,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
23194,The Common Man,"Reynolds, Mack",25744,en,Science Fiction,Public domain in the USA.,TRUE
23197,Subversive,"Reynolds, Mack",25744,en,Science Fiction,Public domain in the USA.,TRUE
23198,With No Strings Attached,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
23210,Missing Link,"Herbert, Frank",25754,en,Science Fiction,Public domain in the USA.,TRUE
23232,The Servant Problem,"Young, Robert F.",25767,en,Science Fiction,Public domain in the USA.,TRUE
23301,Each Man Kills,"Glad, Victoria",25795,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
23308,The White Feather Hex,"Peterson, Don",25798,en,Science Fiction,Public domain in the USA.,TRUE
23335,Unwise Child,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
23337,Tight Squeeze,"Ing, Dean Charles",25806,en,Science Fiction,Public domain in the USA.,TRUE
23339,Indirection,"Cole, Everett B.",25329,en,Science Fiction,Public domain in the USA.,TRUE
23379,Old Mr. Wiley,"La Spina, Greye",25816,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
23408,Far from Home,"Taylor, J. A.",25830,en,Science Fiction,Public domain in the USA.,TRUE
23426,The Last Place on Earth,"Harmon, Jim",35040,en,Science Fiction,Public domain in the USA.,TRUE
23429,On Handling the Data,"Mayfield, M. I.",25838,en,Science Fiction,Public domain in the USA.,TRUE
23439,Attention Saint Patrick,"Leinster, Murray",7321,en,Science Fiction,Public domain in the USA.,TRUE
23443,Unspecialist,"Yaco, Murray F.",25843,en,Science Fiction,Public domain in the USA.,TRUE
23509,The Beast of Space,"Hardart, F. E.",25888,en,Science Fiction,Public domain in the USA.,TRUE
23534,...Or Your Money Back,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
23535,The Invaders,"Ferris, Benjamin",25900,en,Science Fiction,Public domain in the USA.,TRUE
23561,Anchorite,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
23563,Viewpoint,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
23568,The Mississippi Saucer,"Long, Frank Belknap",25911,en,Science Fiction,Public domain in the USA.,TRUE
23571,General Max Shorter,"Neville, Kris",25913,en,Science Fiction,Public domain in the USA.,TRUE
23588,A Filbert Is a Nut,"Raphael, Rick",8476,en,Science Fiction,Public domain in the USA.,TRUE
23591,I Was a Teen-Age Secret Weapon,"Sabia, Richard",25928,en,Science Fiction,Public domain in the USA.,TRUE
23592,Breakaway,"Gimble, Stanley",25929,en,Science Fiction,Public domain in the USA.,TRUE
23599,The Big Fix,"Smith, George O. (George Oliver)",8137,en,Science Fiction,Public domain in the USA.,TRUE
23612,The Leader,"Leinster, Murray",7321,en,Science Fiction,Public domain in the USA.,TRUE
23636,A Matter of Importance,"Leinster, Murray",7321,en,Science Fiction,Public domain in the USA.,TRUE
23651,Test Rocket!,"Douglas, Jack",25961,en,Science Fiction,Public domain in the USA.,TRUE
23657,That Sweet Little Old Lady,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
23657,That Sweet Little Old Lady,"Janifer, Laurence M.",25268,en,Science Fiction,Public domain in the USA.,TRUE
23669,Summit,"Reynolds, Mack",25744,en,Science Fiction,Public domain in the USA.,TRUE
23678,Tales of Fantasy and Fact,"Matthews, Brander",1992,en,Science Fiction,Public domain in the USA.,TRUE
23688,The Indulgence of Negu Mah,"Arthur, Robert",25995,en,Science Fiction,Public domain in the USA.,TRUE
23731,A Martian Odyssey,"Weinbaum, Stanley G. (Stanley Grauman)",25246,en,Science Fiction,Public domain in the USA.,TRUE
23762,Blessed Are the Meek,"Edmondson, G. C.",26019,en,Science Fiction,Public domain in the USA.,TRUE
23764,The Bramble Bush,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
23767,The Talkative Tree,"Fyfe, H. B. (Horace Bowne)",25276,en,Science Fiction,Public domain in the USA.,TRUE
23790,The Ultimate Weapon,"Campbell, John W., Jr. (John Wood)",9112,en,Science Fiction,Public domain in the USA.,TRUE
23791,Scrimshaw,"Leinster, Murray",7321,en,Science Fiction,Public domain in the USA.,TRUE
23799,Cry from a Far Planet,"Godwin, Tom",25402,en,Science Fiction,Public domain in the USA.,TRUE
23831,The Seed of the Toc-Toc Birds,"Weiss, George Henry",26064,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
23845,"Talents, Incorporated","Leinster, Murray",7321,en,Science Fiction,Public domain in the USA.,TRUE
23868,Vanishing Point,"Beck, C. C. (Charles Clarence)",26097,en,Science Fiction,Public domain in the USA.,TRUE
23872,The Professional Approach,"Harness, Charles L.",26099,en,Science Fiction,Public domain in the USA.,TRUE
23872,The Professional Approach,"Thomas, Theodore L.",26100,en,Science Fiction,Public domain in the USA.,TRUE
23882,Gold in the Sky,"Nourse, Alan Edward",25579,en,Science Fiction,Public domain in the USA.,TRUE
23884,History Repeats,"Smith, George O. (George Oliver)",8137,en,Science Fiction,Public domain in the USA.,TRUE
23889,Charley de Milo,"Janifer, Laurence M.",25268,en,Science Fiction,Public domain in the USA.,TRUE
23920,A Matter of Proportion,"Walker, Anne",26130,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
23928,The Short Life,"Donovan, Francis",26133,en,Science Fiction,Public domain in the USA.,TRUE
23929,Revolution,"Reynolds, Mack",25744,en,Science Fiction,Public domain in the USA.,TRUE
23930,Beyond Pandora,"Martin, Robert J.",26134,en,Science Fiction,Public domain in the USA.,TRUE
23931,Instinct,"Smith, George O. (George Oliver)",8137,en,Science Fiction,Public domain in the USA.,FALSE
23942,Unborn Tomorrow,"Reynolds, Mack",25744,en,Science Fiction,Public domain in the USA.,TRUE
23960,...After a Few Words...,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
24005,"But, I Don't Think","Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
24035,The Pirates of Ersatz,"Leinster, Murray",7321,en,"Pirates, Buccaneers, Corsairs, etc./Science Fiction",Public domain in the USA.,TRUE
24054,Dead Giveaway,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
24064,Damned If You Don't,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
24091,Despoilers of the Golden Empire,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
24101,Egocentric Orbit,"Cory, John",26250,en,Science Fiction,Public domain in the USA.,TRUE
24104,The Aliens,"Leinster, Murray",7321,en,Science Fiction,Public domain in the USA.,TRUE
24118,"We Didn't Do Anything Wrong, Hardly","Kuykendall, Roger",26260,en,Science Fiction,Public domain in the USA.,TRUE
24119,Make Mine Homogenized,"Raphael, Rick",8476,en,Science Fiction,Public domain in the USA.,TRUE
24121,As Long As You Wish,"O'Keefe, John",26261,en,Science Fiction,Public domain in the USA.,TRUE
24122,Pushbutton War,"Martino, Joseph Paul",26262,en,Science Fiction,Public domain in the USA.,TRUE
24135,The Measure of a Man,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
24149,The Ambulance Made Two Trips,"Leinster, Murray",7321,en,Science Fiction,Public domain in the USA.,TRUE
24150,Disturbing Sun,"Richardson, Robert S. (Robert Shirley)",26276,en,Science Fiction,Public domain in the USA.,TRUE
24151,The Sky Trap,"Long, Frank Belknap",25911,en,Science Fiction,Public domain in the USA.,TRUE
24152,The Guardians,"Cox, Irving E.",31427,en,Science Fiction,Public domain in the USA.,TRUE
24161,All Day September,"Kuykendall, Roger",26260,en,Science Fiction,Public domain in the USA.,TRUE
24166,The Destroyers,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
24180,Alarm Clock,"Cole, Everett B.",25329,en,Science Fiction,Public domain in the USA.,TRUE
24187,A Transmutation of Muddles,"Fyfe, H. B. (Horace Bowne)",25276,en,Science Fiction,Public domain in the USA.,TRUE
24189,Something Will Turn Up,"Mason, David",26303,en,Science Fiction,Public domain in the USA.,TRUE
24192,The First One,"Kastle, Herbert D.",26307,en,Science Fiction,Public domain in the USA.,TRUE
24196,Victory,"Del Rey, Lester",8240,en,Science Fiction,Public domain in the USA.,TRUE
24198,A Spaceship Named McGuire,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
24221,The Untouchable,"Kallis, Stephen A.",26321,en,Science Fiction,Public domain in the USA.,TRUE
24246,Greener Than You Think,"Moore, Ward",26345,en,Science Fiction,Public domain in the USA.,TRUE
24247,Gun for Hire,"Reynolds, Mack",25744,en,Science Fiction,Public domain in the USA.,TRUE
24274,The Native Soil,"Nourse, Alan Edward",25579,en,Science Fiction,Public domain in the USA.,TRUE
24275,Letter of the Law,"Nourse, Alan Edward",25579,en,Science Fiction,Public domain in the USA.,TRUE
24276,The Coffin Cure,"Nourse, Alan Edward",25579,en,Science Fiction,Public domain in the USA.,TRUE
24277,Card Trick,"Berryman, John",33947,en,Science Fiction,Public domain in the USA.,TRUE
24278,The Green Beret,"Purdom, Tom",26375,en,Science Fiction,Public domain in the USA.,TRUE
24282,Attrition,"Wannamaker, Jim",26378,en,Science Fiction,Public domain in the USA.,TRUE
24290,PRoblem,"Nourse, Alan Edward",25579,en,Science Fiction,Public domain in the USA.,TRUE
24302,The Highest Treason,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
24370,Mercenary,"Reynolds, Mack",25744,en,Science Fiction,Public domain in the USA.,TRUE
24375,Wizard,"Janifer, Laurence M.",25268,en,Science Fiction,Public domain in the USA.,TRUE
24380,Shock Absorber,"Von Wald, E. G.",26447,en,Science Fiction,Public domain in the USA.,TRUE
24382,Vigorish,"Berryman, John",33947,en,Science Fiction,Public domain in the USA.,TRUE
24392,Cat and Mouse,"Williams, Ralph",26453,en,Science Fiction,Public domain in the USA.,TRUE
24395,The Winds of Time,"Schmitz, James H.",24957,en,Science Fiction,Public domain in the USA.,TRUE
24397,Hex,"Janifer, Laurence M.",25268,en,Science Fiction,Public domain in the USA.,TRUE
24399,Criminal Negligence,"McComas, J. Francis",26460,en,Science Fiction,Public domain in the USA.,TRUE
24418,The Quantum Jump,"Wicks, Robert",26470,en,Science Fiction,Public domain in the USA.,TRUE
24436,Anything You Can Do ...,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
24444,Out Like a Light,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
24444,Out Like a Light,"Janifer, Laurence M.",25268,en,Science Fiction,Public domain in the USA.,TRUE
24495,The Golden Judge,"Gordon, Nathaniel",26529,en,Science Fiction,Public domain in the USA.,TRUE
24517,Accidental Death,"Baily, Peter",26548,en,Science Fiction,Public domain in the USA.,TRUE
24521,In Case of Fire,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
24529,The Unnecessary Man,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
24543,The Circuit Riders,"FitzPatrick, R. C.",26570,en,Science Fiction,Public domain in the USA.,TRUE
24558,Watch the Sky,"Schmitz, James H.",24957,en,Science Fiction,Public domain in the USA.,TRUE
24566,Faithfully Yours,"Tabakow, Lou",26583,en,Science Fiction,Public domain in the USA.,TRUE
24567,Blind Man's Lantern,"Lang, Allen Kim",26584,en,Science Fiction,Public domain in the USA.,TRUE
24655,Tinker's Dam,"Tinker, Joseph",26650,en,Science Fiction,Public domain in the USA.,TRUE
24707,By Proxy,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
24721,Operation Haystack,"Herbert, Frank",25754,en,Science Fiction,Public domain in the USA.,TRUE
24723,Final Weapon,"Cole, Everett B.",25329,en,Science Fiction,Public domain in the USA.,TRUE
24749,Adaptation,"Reynolds, Mack",25744,en,Science Fiction,Public domain in the USA.,TRUE
24750,"Mizora: A Prophecy
A MSS. Found Among the Private Papers of the Princess Vera Zarovitch","Lane, Mary E. Bradley",26713,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
24779,Millennium,"Cole, Everett B.",25329,en,Science Fiction,Public domain in the USA.,TRUE
24791,The Marooner,"Stearns, Charles A.",26736,en,Science Fiction,Public domain in the USA.,TRUE
24792,The Alternate Plan,"Maddren, Gerry",26737,en,Science Fiction,Public domain in the USA.,TRUE
24864,The Great Potlatch Riots,"Lang, Allen Kim",26584,en,Science Fiction,Public domain in the USA.,TRUE
24865,The Premiere,"Sabia, Richard",25928,en,Science Fiction,Public domain in the USA.,TRUE
