gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
29619,The Altar at Midnight,"Kornbluth, C. M. (Cyril M.)",34039,en,Science Fiction,Public domain in the USA.,TRUE
29620,Sorry: Wrong Dimension,"Rocklynne, Ross",34040,en,Science Fiction,Public domain in the USA.,TRUE
29623,The Cuckoo Clock,"Barefoot, Wesley",34042,en,Science Fiction,Public domain in the USA.,TRUE
29625,Teething Ring,"Causey, James",34044,en,Science Fiction,Public domain in the USA.,TRUE
29632,Competition,"Causey, James",34044,en,Science Fiction,Public domain in the USA.,TRUE
29643,Death of a Spaceman,"Miller, Walter M.",33738,en,Science Fiction,Public domain in the USA.,TRUE
29662,The Moon is Green,"Leiber, Fritz",25421,en,Science Fiction,Public domain in the USA.,TRUE
29680,Decision,"Robinson, Frank M.",34076,en,Science Fiction,Public domain in the USA.,TRUE
29698,Lighter Than You Think,"Bond, Nelson S.",34095,en,Science Fiction,Public domain in the USA.,TRUE
29702,The Space Rover,"Sloat, Edwin K.",33922,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29717,The Finding of Haldgren,"Diffin, Charles Willard",33760,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29720,Hall of Mirrors,"Brown, Fredric",32063,en,Science Fiction,Public domain in the USA.,TRUE
29727,Zero Data,"Saphro, Charles",34115,en,Science Fiction,Public domain in the USA.,TRUE
29735,Martians Never Die,"Daniel, Lucius",34122,en,Science Fiction,Public domain in the USA.,TRUE
29742,The Long Voyage,"Jacobi, Carl",25187,en,Science Fiction,Public domain in the USA.,TRUE
29749,The Flying Cuspidors,"Francis, V. R.",34129,en,Science Fiction,Public domain in the USA.,TRUE
29750,Zen,"Bixby, Jerome",34130,en,Science Fiction,Public domain in the USA.,TRUE
29768,"Astounding Stories of Super-Science, August 1930",Various,116,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29771,The Planetoid of Peril,"Ernst, Paul",25157,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29789,Poppa Needs Shorts,"Richmond, Leigh",34183,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
29789,Poppa Needs Shorts,"Richmond, Walt",34184,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
29790,Pleasant Journey,"Thieme, Richard",34185,en,Science Fiction,Public domain in the USA.,TRUE
29791,The Most Sentimental Man,"Smith, Evelyn E.",25680,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
29793,The Hohokam Dig,"Pratt, Theodore",34174,en,Science Fiction,Public domain in the USA.,TRUE
29794,"Tree, Spare that Woodman","Dryfoos, Dave",34175,en,Science Fiction,Public domain in the USA.,TRUE
29809,"Astounding Stories of Super-Science, May, 1930",Various,116,en,Science Fiction/Astounding Stories/Science Fiction by Women,Public domain in the USA.,TRUE
29822,Rescue Squad,"O'Hara, Thomas J.",34197,en,Science Fiction,Public domain in the USA.,TRUE
29832,Second Sight,"Wells, Basil",33148,en,Science Fiction,Public domain in the USA.,TRUE
29848,"Astounding Stories of Super-Science, June, 1930",Various,116,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29876,Death Wish,"Sheckley, Robert",2960,en,Science Fiction,Public domain in the USA.,TRUE
29882,"Astounding Stories of Super-Science, October, 1930",Various,116,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29889,Life Sentence,"McConnell, James V.",34228,en,Science Fiction,Public domain in the USA.,TRUE
29897,Runaway,"Samachson, Joseph",33434,en,Science Fiction,Public domain in the USA.,TRUE
29908,The Adventurer,"Kornbluth, C. M. (Cyril M.)",34039,en,Science Fiction,Public domain in the USA.,TRUE
29910,The Second Voice,"Rubin, Mann",34245,en,Science Fiction,Public domain in the USA.,TRUE
29919,"Astounding Stories of Super-Science, November, 1930",Various,116,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29931,The Big Tomorrow,"Shaver, Richard S.",35925,en,Science Fiction,Public domain in the USA.,TRUE
29936,Flamedown,"Fyfe, H. B. (Horace Bowne)",25276,en,Science Fiction,Public domain in the USA.,TRUE
29940,Dogfight—1973,"Reynolds, Mack",25744,en,Science Fiction,Public domain in the USA.,TRUE
29947,Spacemen Never Die!,"Hershman, Morris",34261,en,Science Fiction,Public domain in the USA.,TRUE
29948,Two Timer,"Brown, Fredric",32063,en,Science Fiction,Public domain in the USA.,TRUE
29954,There is a Reaper ...,"De Vet, Charles V.",32106,en,Science Fiction,Public domain in the USA.,TRUE
29962,Celebrity,"McKimmey, James",34006,en,Science Fiction,Public domain in the USA.,TRUE
29963,"Goodbye, Dead Man!","Harris, Tom W.",34273,en,Science Fiction,Public domain in the USA.,TRUE
29965,Two Thousand Miles Below,"Diffin, Charles Willard",33760,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29966,Slaves of Mercury,"Schachner, Nathan",33823,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29975,One Martian Afternoon,"Leahy, Tom",34282,en,Science Fiction,Public domain in the USA.,TRUE
29976,Weak on Square Roots,"Burton, Russell",34283,en,Science Fiction,Public domain in the USA.,TRUE
29987,Join Our Gang?,"Lanier, Sterling E.",34292,en,Science Fiction,Public domain in the USA.,TRUE
29989,The Outbreak of Peace,"Fyfe, H. B. (Horace Bowne)",25276,en,Science Fiction,Public domain in the USA.,TRUE
29990,Satellite System,"Fyfe, H. B. (Horace Bowne)",25276,en,Science Fiction,Public domain in the USA.,TRUE
29994,Irresistible Weapon,"Fyfe, H. B. (Horace Bowne)",25276,en,Science Fiction,Public domain in the USA.,TRUE
30002,Sjambak,"Vance, Jack",34300,en,Science Fiction,Public domain in the USA.,TRUE
30004,A Bottle of Old Wine,"Lewis, Richard O.",34303,en,Science Fiction,Public domain in the USA.,TRUE
30010,Trees Are Where You Find Them,"Savage, Arthur Dekker",34306,en,Science Fiction,Public domain in the USA.,TRUE
30014,Native Son,"Hamm, T. D.",34312,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
30015,Stopover Planet,"Gilbert, Robert E.",34313,en,Science Fiction,Public domain in the USA.,TRUE
30019,Navy Day,"Harrison, Harry",25395,en,Science Fiction,Public domain in the USA.,TRUE
30029,Lost in Translation,"Janifer, Laurence M.",25268,en,Science Fiction,Public domain in the USA.,TRUE
30034,I'll Kill You Tomorrow,"Huber, Helen",34325,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
30035,Off Course,"Reynolds, Mack",25744,en,Science Fiction,Public domain in the USA.,TRUE
30044,The Carnivore,"MacLean, Katherine",34332,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
30045,Planet of Dreams,"McKimmey, James",34006,en,Science Fiction,Public domain in the USA.,TRUE
30062,The Plague,"Keller, Teddy",34342,en,Science Fiction,Public domain in the USA.,TRUE
30063,Double Take,"Wilson, Richard",34343,en,Science Fiction,Public domain in the USA.,TRUE
30086,Has Anyone Here Seen Kelly?,"Walton, Bryce",33100,en,Science Fiction,Public domain in the USA.,TRUE
30124,"Astounding Stories, February, 1931",Various,116,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
30140,Gone Fishing,"Schmitz, James H.",24957,en,Science Fiction,Public domain in the USA.,TRUE
30166,"Astounding Stories, March, 1931",Various,116,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
30170,Lonesome Hearts,"Winterbotham, R. R. (Russell Robert)",25195,en,Science Fiction,Public domain in the USA.,TRUE
30177,Astounding Stories of Super-Science January 1931,Various,116,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
30189,Show Business,"Ellanby, Boyd",35725,en,Science Fiction,Public domain in the USA.,TRUE
30199,McIlvaine's Star,"Derleth, August",34440,en,Science Fiction,Public domain in the USA.,TRUE
30214,The Red Hell of Jupiter,"Ernst, Paul",25157,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
30234,Dead Ringer,"Del Rey, Lester",8240,en,Science Fiction,Public domain in the USA.,TRUE
30240,The Big Trip Up Yonder,"Vonnegut, Kurt",9812,en,Science Fiction,Public domain in the USA.,TRUE
30242,Prologue to an Analogue,"Richmond, Leigh",34183,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
30251,Disqualified,"Fontenay, Charles L.",9500,en,Science Fiction,Public domain in the USA.,TRUE
30252,The Four-Faced Visitors of Ezekiel,"Orton, Arthur W.",34463,en,Science Fiction,Public domain in the USA.,TRUE
30255,The Skull,"Dick, Philip K.",33399,en,Science Fiction,Public domain in the USA.,TRUE
30259,The Man Who Played to Lose,"Janifer, Laurence M.",25268,en,Science Fiction,Public domain in the USA.,TRUE
30267,Remember the Alamo!,"Fehrenbach, T. R.",34471,en,Science Fiction,Public domain in the USA.,TRUE
30283,The Sound of Silence,"Constant, Barbara",34490,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
30288,Sight Gag,"Janifer, Laurence M.",25268,en,Science Fiction,Public domain in the USA.,TRUE
30303,The Passing of Ku Sui,"Gilmore, Anthony",33822,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
30304,Psichopath,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
30305,DP,"Savage, Arthur Dekker",34306,en,Science Fiction,Public domain in the USA.,TRUE
30307,Hawk Carse,"Gilmore, Anthony",33822,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
30308,Hanging by a Thread,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
30311,Modus Vivendi,"Berryman, John",33947,en,Science Fiction,Public domain in the USA.,TRUE
30322,The Helpful Hand of God,"Godwin, Tom",25402,en,Science Fiction,Public domain in the USA.,TRUE
30329,Black Eyes and the Daily Grind,"Marlowe, Stephen",32369,en,Science Fiction,Public domain in the USA.,TRUE
30330,High Dragon Bump,"Thompson, Don",34538,en,Science Fiction,Public domain in the USA.,TRUE
30334,Ultima Thule,"Reynolds, Mack",25744,en,Science Fiction,Public domain in the USA.,TRUE
30337,Fifty Per Cent Prophet,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
30338,Freedom,"Reynolds, Mack",25744,en,Science Fiction,Public domain in the USA.,TRUE
30339,Status Quo,"Reynolds, Mack",25744,en,Science Fiction,Public domain in the USA.,FALSE
30348,The Last Supper,"Hamm, T. D.",34312,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
30353,The Smiler,"Hernhuter, Albert",33470,en,Science Fiction,Public domain in the USA.,TRUE
30361,The Stowaway,"Heiner, Alvin",34556,en,Science Fiction,Public domain in the USA.,TRUE
30371,Service with a Smile,"Fontenay, Charles L.",9500,en,Science Fiction,Public domain in the USA.,TRUE
30379,Field Trip,"Hunter, Gene",34569,en,Science Fiction,Public domain in the USA.,TRUE
30380,Pipe of Peace,"McKimmey, James",34006,en,Science Fiction,Public domain in the USA.,TRUE
30381,Prelude to Space,"Haseltine, Robert W.",34570,en,Science Fiction,Public domain in the USA.,TRUE
30382,"Say ""Hello"" for Me","Coggins, Frank W.",34571,en,Science Fiction,Public domain in the USA.,TRUE
30383,Spies Die Hard!,"Marmor, Arnold",34572,en,Science Fiction,Public domain in the USA.,TRUE
30386,The One and the Many,"Marlowe, Stephen",32369,en,Science Fiction,Public domain in the USA.,TRUE
30398,The Other Likeness,"Schmitz, James H.",24957,en,Science Fiction,Public domain in the USA.,TRUE
30399,Pythias,"Pohl, Frederik",25413,en,Science Fiction,Public domain in the USA.,TRUE
30405,The Clean and Wholesome Land,"Sholto, Ralph",34585,en,Science Fiction,Public domain in the USA.,TRUE
30408,The Fifth-Dimension Tube,"Leinster, Murray",7321,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
30416,"Waste Not, Want","Dryfoos, Dave",34175,en,Science Fiction,Public domain in the USA.,TRUE
30427,The Lost Kafoozalum,"Ashwell, Pauline",34604,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
30434,Occasion ... for Disaster,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
30434,Occasion ... for Disaster,"Janifer, Laurence M.",25268,en,Science Fiction,Public domain in the USA.,TRUE
30437,Larson's Luck,"Vance, Gerald",32968,en,Science Fiction,Public domain in the USA.,TRUE
30438,The Eyes Have It,"McKimmey, James",34006,en,Science Fiction,Public domain in the USA.,TRUE
30452,"Astounding Stories,  April, 1931",Various,116,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
30454,Blind Spot,"Jones, Bascom",34619,en,Science Fiction,Public domain in the USA.,TRUE
30458,Novice,"Schmitz, James H.",24957,en,Science Fiction,Public domain in the USA.,TRUE
30468,"Holes, Incorporated","Reynolds, L. Major",33867,en,Science Fiction,Public domain in the USA.,TRUE
30474,They Also Serve,"Westlake, Donald E.",32451,en,Science Fiction,Public domain in the USA.,TRUE
30475,With a Vengeance,"Woodley, J. B.",34628,en,Science Fiction,Public domain in the USA.,TRUE
30476,Zero Hour,"Hamilton, Edmond",26787,en,Science Fiction,Public domain in the USA.,TRUE
30491,Vital Ingredient,"De Vet, Charles V.",32106,en,Science Fiction,Public domain in the USA.,TRUE
30493,Lion Loose,"Schmitz, James H.",24957,en,Science Fiction,Public domain in the USA.,TRUE
30497,The Foreign Hand Tie,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
30532,"Astounding Stories, May, 1931",Various,116,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
30583,The Asses of Balaam,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
30637,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)",34724,en,Science Fiction,Public domain in the USA.,TRUE
30679,The Trouble with Telstar,"Berryman, John",33947,en,Science Fiction,Public domain in the USA.,TRUE
30691,"Astounding Stories of Super-Science, December 1930",Various,116,en,Science Fiction/Astounding Stories/Science Fiction by Women,Public domain in the USA.,TRUE
30715,Where There's Hope,"Bixby, Jerome",34130,en,Science Fiction,Public domain in the USA.,TRUE
30728,Oneness,"Schmitz, James H.",24957,en,Science Fiction,Public domain in the USA.,TRUE
30742,Anything You Can Do!,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
30764,Ham Sandwich,"Schmitz, James H.",24957,en,Science Fiction,Public domain in the USA.,TRUE
30767,New Apples in the Garden,"Neville, Kris",25913,en,Science Fiction,Public domain in the USA.,TRUE
30770,The Right Time,"Berryman, John",33947,en,Science Fiction,Public domain in the USA.,TRUE
30796,The Dueling Machine,"Bova, Ben",33114,en,Science Fiction,Public domain in the USA.,TRUE
30796,The Dueling Machine,"Lewis, Myron R.",34829,en,Science Fiction,Public domain in the USA.,TRUE
30816,A World by the Tale,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
30828,The Barbarians,"Budrys, Algis",25613,en,Science Fiction,Public domain in the USA.,TRUE
30832,Nor Iron Bars a Cage....,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
30833,The Eyes Have It,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
30869,Thin Edge,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
30884,Step IV,"Brown, Rosel George",34873,en,Science Fiction,Public domain in the USA.,TRUE
30885,Heart,"Slesar, Henry",28398,en,Science Fiction,Public domain in the USA.,TRUE
30901,Fee of the Frontier,"Fyfe, H. B. (Horace Bowne)",25276,en,Science Fiction,Public domain in the USA.,TRUE
30971,Industrial Revolution,"Anderson, Poul",25203,en,Science Fiction,Public domain in the USA.,TRUE
31038,The Real Hard Sell,"Stuart, William W.",33446,en,Science Fiction,Public domain in the USA.,TRUE
31062,The Cartels Jungle,"Cox, Irving E.",31427,en,Science Fiction,Public domain in the USA.,TRUE
31168,"Astounding Stories, July, 1931",Various,116,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
31207,Where the World is Quiet,"Kuttner, Henry",35061,en,Science Fiction,Public domain in the USA.,TRUE
31215,A World Apart,"Merwin, Sam",33758,en,Science Fiction,Public domain in the USA.,TRUE
31262,Rastignac the Devil,"Farmer, Philip José",33989,en,Science Fiction,Public domain in the USA.,TRUE
31286,Let 'Em Breathe Space!,"Del Rey, Lester",8240,en,Science Fiction,Public domain in the USA.,TRUE
31287,Turnover Point,"Coppel, Alfred",25110,en,Science Fiction,Public domain in the USA.,TRUE
31324,The Angel of the Revolution: A Tale of the Coming Terror,"Griffith, George Chetwynd",8557,en,Science Fiction,Public domain in the USA.,TRUE
31355,To Each His Star,"Walton, Bryce",33100,en,Science Fiction,Public domain in the USA.,TRUE
31364,B-12's Moon Glow,"Stearns, Charles A.",26736,en,Science Fiction,Public domain in the USA.,TRUE
31469,The Shunned House,"Lovecraft, H. P. (Howard Phillips)",34724,en,Horror/Science Fiction,Public domain in the USA.,TRUE
31501,The Sensitive Man,"Anderson, Poul",25203,en,Science Fiction,Public domain in the USA.,TRUE
31516,The Eyes Have It,"Dick, Philip K.",33399,en,Science Fiction,Public domain in the USA.,TRUE
31547,Youth,"Asimov, Isaac",35316,en,Science Fiction,Public domain in the USA.,TRUE
31583,The Venus Trap,"Smith, Evelyn E.",25680,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
31587,Pursuit,"Del Rey, Lester",8240,en,Science Fiction,Public domain in the USA.,TRUE
31599,To Remember Charlie By,"Aycock, Roger D.",25679,en,Science Fiction,Public domain in the USA.,TRUE
31619,The Planet Savers,"Bradley, Marion Zimmer",8842,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
31626,The Vilbar Party,"Smith, Evelyn E.",25680,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
31644,Helpfully Yours,"Smith, Evelyn E.",25680,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
31648,My Fair Planet,"Smith, Evelyn E.",25680,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
31651,The Instant of Now,"Cox, Irving E.",31427,en,Science Fiction,Public domain in the USA.,TRUE
31664,Once a Greech,"Smith, Evelyn E.",25680,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
31665,Skin Game,"Fritch, Charles E.",33342,en,Science Fiction,Public domain in the USA.,TRUE
31686,Collector's Item,"Smith, Evelyn E.",25680,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
31701,Noble Redman,"Bone, Jesse F. (Jesse Franklin)",946,en,Science Fiction,Public domain in the USA.,TRUE
31703,'Mid Pleasures and Palaces,"McKimmey, James",34006,en,Science Fiction,Public domain in the USA.,TRUE
31716,Jimsy and the Monsters,"Sheldon, Walter J.",33576,en,Science Fiction,Public domain in the USA.,TRUE
31736,Star Performer,"Shea, Robert",33088,en,Science Fiction,Public domain in the USA.,TRUE
31767,The Peacemaker,"Coppel, Alfred",25110,en,Science Fiction,Public domain in the USA.,TRUE
31778,The Draw,"Bixby, Jerome",34130,en,Science Fiction,Public domain in the USA.,TRUE
31840,Ring Once for Death,"Arthur, Robert",25995,en,Science Fiction,Public domain in the USA.,TRUE
31841,The Water Eater,"Marks, Winston K. (Winston Kinney)",26841,en,Science Fiction,Public domain in the USA.,TRUE
31893,"Astounding Stories, June, 1931",Various,116,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
31897,You Don't Make Wine Like the Greeks Did,"Fisher, David E.",35541,en,Science Fiction,Public domain in the USA.,TRUE
31922,Felony,"Causey, James",34044,en,Science Fiction,Public domain in the USA.,TRUE
31929,Big Pill,"Gallun, Raymond Z.",28382,en,Science Fiction,Public domain in the USA.,TRUE
31948,Thompson's Cat,"Williams, Robert Moore",33777,en,Science Fiction,Public domain in the USA.,TRUE
31956,Garth and the Visitor,"Stecher, L. J., Jr.",32723,en,Science Fiction,Public domain in the USA.,TRUE
31962,The Ethical Way,"Farrell, Joseph",35576,en,Science Fiction,Public domain in the USA.,TRUE
31979,The Tunnel Under the World,"Pohl, Frederik",25413,en,Science Fiction,Public domain in the USA.,TRUE
31981,The Eel,"De Ford, Miriam Allen",35591,en,Science Fiction,Public domain in the USA.,TRUE
32004,The Knights of Arthur,"Pohl, Frederik",25413,en,Science Fiction,Public domain in the USA.,TRUE
32026,The World That Couldn't Be,"Simak, Clifford D.",25185,en,Science Fiction,Public domain in the USA.,TRUE
32029,Seed of the Arctic Ice,"Bates, Harry",33755,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
32032,Second Variety,"Dick, Philip K.",33399,en,Science Fiction,Public domain in the USA.,TRUE
32040,Diplomatic Immunity,"Sheckley, Robert",2960,en,Science Fiction,Public domain in the USA.,TRUE
32041,One Man's Poison,"Sheckley, Robert",2960,en,Science Fiction,Public domain in the USA.,TRUE
32054,Stamped Caution,"Gallun, Raymond Z.",28382,en,Science Fiction,Public domain in the USA.,TRUE
32067,Atom Drive,"Fontenay, Charles L.",9500,en,Science Fiction,Public domain in the USA.,TRUE
32076,Brown John's Body,"Marks, Winston K. (Winston Kinney)",26841,en,Science Fiction,Public domain in the USA.,TRUE
32077,Breeder Reaction,"Marks, Winston K. (Winston Kinney)",26841,en,Science Fiction,Public domain in the USA.,TRUE
32078,Love Story,"Cox, Irving E.",31427,en,Science Fiction,Public domain in the USA.,TRUE
32079,The Small World of M-75,"Clinton, Ed M.",25710,en,Science Fiction,Public domain in the USA.,TRUE
32088,Instant of Decision,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
32104,Turning Point,"Coppel, Alfred",25110,en,Science Fiction,Public domain in the USA.,TRUE
32108,The Ego Machine,"Kuttner, Henry",35061,en,Science Fiction,Public domain in the USA.,TRUE
32124,To Choke an Ocean,"Bone, Jesse F. (Jesse Franklin)",946,en,Science Fiction,Public domain in the USA.,TRUE
32127,Wheels Within,"De Vet, Charles V.",32106,en,Science Fiction,Public domain in the USA.,TRUE
32131,The Kenzie Report,"Clifton, Mark",25374,en,Science Fiction,Public domain in the USA.,TRUE
32133,The Graveyard of Space,"Marlowe, Stephen",32369,en,Science Fiction,Public domain in the USA.,TRUE
32134,The Dictator,"Marlowe, Stephen",32369,en,Science Fiction,Public domain in the USA.,TRUE
32149,Unbegotten Child,"Marks, Winston K. (Winston Kinney)",26841,en,Science Fiction,Public domain in the USA.,TRUE
32150,Prison of a Billion Years,"Marlowe, Stephen",32369,en,Science Fiction,Public domain in the USA.,TRUE
32154,The Variable Man,"Dick, Philip K.",33399,en,Science Fiction,Public domain in the USA.,TRUE
32162,The Beasts in the Void,"Fairman, Paul W.",9567,en,Science Fiction,Public domain in the USA.,TRUE
32181,Do Unto Others,"Clifton, Mark",25374,en,Science Fiction,Public domain in the USA.,TRUE
32207,A Mixture of Genius,"Castle, Arnold",26853,en,Science Fiction,Public domain in the USA.,TRUE
32208,The Star Lord,"Ellanby, Boyd",35725,en,Science Fiction,Public domain in the USA.,TRUE
32209,Assignment's End,"Aycock, Roger D.",25679,en,Science Fiction,Public domain in the USA.,TRUE
32212,Clean Break,"Aycock, Roger D.",25679,en,Science Fiction,Public domain in the USA.,TRUE
32230,Wainer,"Shaara, Michael",35381,en,Science Fiction,Public domain in the USA.,TRUE
32237,Assassin,"Bone, Jesse F. (Jesse Franklin)",946,en,Science Fiction,Public domain in the USA.,TRUE
32243,Confidence Game,"McKimmey, James",34006,en,Science Fiction,Public domain in the USA.,TRUE
32272,Insidekick,"Bone, Jesse F. (Jesse Franklin)",946,en,Science Fiction,Public domain in the USA.,TRUE
32303,Pastoral Affair,"Stearns, Charles A.",26736,en,Science Fiction,Public domain in the USA.,TRUE
32317,The World with a Thousand Moons,"Hamilton, Edmond",26787,en,Science Fiction,Public domain in the USA.,TRUE
32321,The Book,"Shaara, Michael",35381,en,Science Fiction,Public domain in the USA.,TRUE
32339,Brink of Madness,"Sheldon, Walter J.",33576,en,Science Fiction,Public domain in the USA.,TRUE
32344,Pet Farm,"Aycock, Roger D.",25679,en,Science Fiction,Public domain in the USA.,TRUE
32346,Keep Your Shape,"Sheckley, Robert",2960,en,Science Fiction,Public domain in the USA.,TRUE
32347,Time Fuze,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
32351,Voyage To Eternity,"Marlowe, Stephen",32369,en,Science Fiction,Public domain in the USA.,TRUE
32353,The Mind Digger,"Marks, Winston K. (Winston Kinney)",26841,en,Science Fiction,Public domain in the USA.,TRUE
32359,Sinister Paradise,"Williams, Robert Moore",33777,en,Science Fiction,Public domain in the USA.,TRUE
32360,The Holes Around Mars,"Bixby, Jerome",34130,en,Science Fiction,Public domain in the USA.,TRUE
32395,No Strings Attached,"Del Rey, Lester",8240,en,Science Fiction,Public domain in the USA.,TRUE
32398,"Brood of the Dark Moon
(A Sequel to ""Dark Moon"")","Diffin, Charles Willard",33760,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
32427,Category Phoenix,"Ellanby, Boyd",35725,en,Science Fiction,Public domain in the USA.,TRUE
32436,Duel on Syrtis,"Anderson, Poul",25203,en,Science Fiction,Public domain in the USA.,TRUE
32447,The Thing in the Attic,"Blish, James",25608,en,Science Fiction,Public domain in the USA.,TRUE
32486,The Legion of Lazarus,"Hamilton, Edmond",26787,en,Science Fiction,Public domain in the USA.,TRUE
32498,The Brain,"Hamilton, Edmond",26787,en,Science Fiction,Public domain in the USA.,TRUE
32522,Mr. Spaceship,"Dick, Philip K.",33399,en,Science Fiction,Public domain in the USA.,TRUE
32530,Armageddon—2419 A.D.,"Nowlan, Philip Francis",31334,en,Science Fiction,Public domain in the USA.,TRUE
32541,One Way,"De Ford, Miriam Allen",35591,en,Science Fiction,Public domain in the USA.,TRUE
32551,Big Stupe,"De Vet, Charles V.",32106,en,Science Fiction,Public domain in the USA.,TRUE
32562,"""And That's How It Was, Officer""","Sholto, Ralph",34585,en,Science Fiction,Public domain in the USA.,TRUE
32563,The Lost Warship,"Williams, Robert Moore",33777,en,Science Fiction,Public domain in the USA.,TRUE
32574,The Telenizer,"Thompson, Don",34538,en,Science Fiction,Public domain in the USA.,TRUE
32579,Micro-Man,"Ackerman, Forrest J.",33388,en,Science Fiction,Public domain in the USA.,TRUE
32584,The Secret of Kralitz,"Kuttner, Henry",35061,en,Science Fiction,Public domain in the USA.,TRUE
32587,The Ambassador,"Merwin, Sam",33758,en,Science Fiction,Public domain in the USA.,TRUE
32592,Let There Be Light,"Fyfe, H. B. (Horace Bowne)",25276,en,Science Fiction,Public domain in the USA.,TRUE
32613,Tabby,"Marks, Winston K. (Winston Kinney)",26841,en,Science Fiction,Public domain in the USA.,TRUE
32637,"The Envoy, Her","Fyfe, H. B. (Horace Bowne)",25276,en,Science Fiction,Public domain in the USA.,TRUE
32651,Adolescents Only,"Cox, Irving E.",31427,en,Science Fiction,Public domain in the USA.,TRUE
32654,Project Hush,"Tenn, William",35965,en,Science Fiction,Public domain in the USA.,TRUE
32657,Spillthrough,"Galouye, Daniel F.",35969,en,Science Fiction,Public domain in the USA.,TRUE
32664,Black Amazon of Mars,"Brackett, Leigh",25398,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
32665,The Anglers of Arz,"Aycock, Roger D.",25679,en,Science Fiction,Public domain in the USA.,TRUE
32676,The Test Colony,"Marks, Winston K. (Winston Kinney)",26841,en,Science Fiction,Public domain in the USA.,TRUE
32683,The Next Time We Die,"Williams, Robert Moore",33777,en,Science Fiction,Public domain in the USA.,TRUE
32684,The Invader,"Coppel, Alfred",25110,en,Science Fiction,Public domain in the USA.,TRUE
32688,The Ordeal of Colonel Johns,"Smith, George H. (George Henry)",33574,en,Science Fiction,Public domain in the USA.,TRUE
32696,Planet of the Gods,"Williams, Robert Moore",33777,en,Science Fiction,Public domain in the USA.,TRUE
